"KEGG_KO","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF","description"
"K02377",0.000767,0.001028,0.000653,0.000397,0.000563,0.000384,0.00033,0.000304,0.00031,0.000252,0.000253,0.000269,0.000665,0.000287,2e-05,0.000941,0.001193,7.4e-05,5.2e-05,3e-04,9.3e-05,6.7e-05,9.5e-05,0.000164,0.000108,0.000188,0.000107,0.000121,8.6e-05,0.000384,"TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]"
"K02379",5.5e-05,6.1e-05,9.3e-05,4.1e-05,8.2e-05,6.2e-05,0.000159,0.000113,0.00015,0.000107,0.000109,0.000114,0.000119,5.2e-05,5.7e-05,0.000305,0,8.6e-05,9e-06,5.7e-05,0.000139,0.00012,0.000163,2.7e-05,5e-05,6.1e-05,1.5e-05,6e-06,6.2e-05,2.4e-05,"fdhD; FdhD protein"
"K02380",7e-06,0,0,3e-06,0,0,1.2e-05,1e-05,9e-06,8e-06,6e-06,1.2e-05,0,0,0,0,0,0,0,2e-05,0,1.2e-05,9e-06,0,0,0,0,0,0,0,"fdhE; FdhE protein"
"K02381",0,0,0,0,1.1e-05,4e-06,3e-06,6e-06,3e-06,1e-06,3e-06,6e-06,0,2e-06,2.4e-05,4e-06,0,0,0,0,0,4.1e-05,5e-05,3.3e-05,0,0,0,0,0,0,"fdrA; FdrA protein"
"K02385",1.4e-05,0,1e-05,5e-06,1e-06,5e-06,1e-05,1.6e-05,2e-05,1.7e-05,1.3e-05,1.1e-05,5e-06,0.000118,9e-06,9e-06,0,2.2e-05,0,2e-06,5e-05,1e-05,9e-06,1.9e-05,0,3.9e-05,0,0,1e-05,0,"flbD; flagellar protein FlbD"
"K02386",5.3e-05,2.7e-05,5.2e-05,1.6e-05,7.1e-05,3.7e-05,1.5e-05,1.2e-05,1.3e-05,1.3e-05,1.6e-05,1.2e-05,3.1e-05,2e-06,0,5e-06,0,0,0,0.000256,0,2.2e-05,3e-06,0,8e-06,0,0,0,3.3e-05,8e-06,"flgA; flagella basal body P-ring formation protein FlgA"
"K02387",7e-05,4.6e-05,6.2e-05,2.3e-05,6.2e-05,4e-05,3.6e-05,3.6e-05,4.6e-05,3.4e-05,4.1e-05,3.2e-05,7.3e-05,0.000138,4e-06,9e-06,0,1.8e-05,0,0.000199,1.7e-05,8.9e-05,0.000111,8.1e-05,0,6.1e-05,8e-06,1.8e-05,0,0,"flgB; flagellar basal-body rod protein FlgB"
"K02388",5.3e-05,4.4e-05,6.2e-05,5e-06,3.5e-05,2.8e-05,4e-05,3.7e-05,3.8e-05,2.6e-05,3.8e-05,1.9e-05,4.3e-05,0.000137,1.8e-05,1.1e-05,0,2.5e-05,2e-06,0.00011,2e-05,4.6e-05,5.2e-05,8e-05,8e-06,6.1e-05,0,6e-06,2.4e-05,0,"flgC; flagellar basal-body rod protein FlgC"
"K02389",6.1e-05,2e-06,3.1e-05,5.4e-05,8.3e-05,2.3e-05,4.5e-05,4.1e-05,7e-05,3e-05,3.8e-05,4.9e-05,1e-06,0.000307,5.3e-05,1.1e-05,0,1.8e-05,0.000142,0.000209,3.6e-05,0.000125,8.4e-05,0.000252,8e-06,0.000105,0,3e-05,1e-05,2.4e-05,"flgD; flagellar basal-body rod modification protein FlgD"
"K02390",0.000304,6.1e-05,0.000166,9.3e-05,0.000204,0.000166,0.000112,0.000122,0.000155,9.6e-05,0.000155,0.00012,0.000115,0.0018,0.000125,0.000142,0.000928,6.5e-05,0.000119,0.000296,5e-05,0.000169,0.000177,0.000366,2.5e-05,0.000365,8e-06,0.000115,0.000177,2.4e-05,"flgE; flagellar hook protein FlgE"
"K02391",0.000105,4.6e-05,4.1e-05,4.2e-05,0.000139,6.4e-05,2.9e-05,1.7e-05,2.1e-05,2.7e-05,1.9e-05,2.8e-05,6.6e-05,3e-06,0,5.1e-05,0,0,1.5e-05,0.000107,0,0,0,0,8e-06,0,0,0,0,1.6e-05,"flgF; flagellar basal-body rod protein FlgF"
"K02392",0.000101,0.00011,7.3e-05,0.000179,9.8e-05,7e-05,3.8e-05,3.1e-05,3.1e-05,3.3e-05,4e-05,2.5e-05,0.000114,0.000884,0.000128,3.5e-05,0,0.000287,0.000242,0.000205,6.9e-05,0.000428,0.000463,0.000555,2.5e-05,1e-04,0,1.8e-05,2.4e-05,1.6e-05,"flgG; flagellar basal-body rod protein FlgG"
"K02393",6e-05,3e-05,0,3.4e-05,5e-05,1.7e-05,1.8e-05,1.7e-05,2.2e-05,2e-05,2.4e-05,2e-05,1e-05,0,0,9.9e-05,0,0,0,0,0,2e-06,1.1e-05,0,0,0,0,0,5e-06,0,"flgH; flagellar L-ring protein precursor FlgH"
"K02394",8.9e-05,5.1e-05,5.2e-05,3.6e-05,3.8e-05,4.7e-05,3.5e-05,3.4e-05,3.8e-05,3.1e-05,4.2e-05,2.6e-05,8.9e-05,4e-06,0,2.8e-05,0,0,4e-06,2e-06,0,0,0,1e-06,4.2e-05,5e-05,0,0,0,0,"flgI; flagellar P-ring protein precursor FlgI"
"K02395",0.000561,0.000547,0.000218,0.000516,0.000522,0.000516,3.8e-05,1.9e-05,4.8e-05,3.9e-05,2.6e-05,2.1e-05,0.000378,9.2e-05,8.6e-05,0.000226,0.002254,0.000197,0.003147,0.009873,3.3e-05,3.6e-05,3.6e-05,0.000139,0.000267,0.00031,0.00023,3.6e-05,0.000305,0.000433,"flgJ; flagellar protein FlgJ"
"K02396",9.8e-05,3.6e-05,8.3e-05,6e-05,6.8e-05,0.000106,0.00012,0.000133,0.000167,0.000114,0.000132,0.000109,3.6e-05,0.001369,0.000161,6.6e-05,0,0.000133,0.000175,0.000714,8.9e-05,0.00026,0.00036,0.000436,5e-05,0.000266,2.3e-05,0.000103,2e-04,1.6e-05,"flgK; flagellar hook-associated protein 1 FlgK"
"K02397",7.2e-05,1.9e-05,3.1e-05,5e-05,5.5e-05,0.000103,7.5e-05,5.8e-05,0.000106,7.4e-05,8.9e-05,7.3e-05,1e-05,0.000795,5.7e-05,1.1e-05,0,1.5e-05,0.000136,0.000357,4.6e-05,0.000169,0.000214,0.000174,0,0.000199,2.3e-05,2.4e-05,0.000134,8e-06,"flgL; flagellar hook-associated protein 3 FlgL"
"K02398",1.3e-05,1.1e-05,0,1.8e-05,1.6e-05,1.3e-05,4e-06,7e-06,1.1e-05,5e-06,8e-06,4e-06,9e-06,4.2e-05,1.3e-05,6e-06,0,3e-06,6.9e-05,8.1e-05,0,1.2e-05,1.4e-05,2.7e-05,0,1.7e-05,0,0,5e-06,0,"flgM; negative regulator of flagellin synthesis FlgM"
"K02399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0.000211,0,0,0,0,1.7e-05,0,0,0,0,0,"flgN; flagella synthesis protein FlgN"
"K02400",0.00049,0.000272,0.000124,0.000182,0.000382,0.000198,0.000279,0.000212,0.000278,0.000182,0.000219,0.000204,0.000214,0.001642,0.000158,1e-04,0.000265,0.000176,0.000522,0.000327,0.000129,0.000383,0.000463,0.000702,4.2e-05,0.00026,3.1e-05,4.9e-05,7.6e-05,9e-05,"flhA; flagellar biosynthesis protein FlhA"
"K02401",0.000189,0.000167,7.3e-05,0.000114,0.000171,0.000116,0.00011,8.9e-05,0.000118,7e-05,9.5e-05,8.1e-05,0.00011,0.000265,7.3e-05,5.1e-05,0,7.1e-05,0.000181,8e-06,0,1e-05,1.6e-05,9.4e-05,1.7e-05,7.2e-05,0,0,5e-06,0,"flhB; flagellar biosynthetic protein FlhB"
"K02402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,"flhC; flagellar transcriptional activator FlhC"
"K02404",0.000158,8.9e-05,3.1e-05,4.2e-05,2.9e-05,2e-05,1.8e-05,9e-06,1.2e-05,1.4e-05,3.9e-05,1.1e-05,3.6e-05,0.000575,6.2e-05,0,0,6.2e-05,0.000287,0.000132,9.9e-05,0.000171,0.000185,0.000161,2.5e-05,6.1e-05,0,2.4e-05,1.9e-05,1.6e-05,"flhF; flagellar biosynthesis protein FlhF"
"K02405",0.000307,0.000247,0.000176,0.00021,0.000317,0.000162,0.000447,0.000486,0.000532,0.000388,0.000423,0.00046,0.000198,0.000394,7.7e-05,1e-04,0,0.000299,0.000145,8.3e-05,4e-05,0.000217,0.000247,0.00164,1e-04,9.4e-05,3.1e-05,0.00017,6.2e-05,0.000188,"fliA; RNA polymerase sigma factor for flagellar operon FliA"
"K02406",0.001818,0.00049,0.000829,0.000295,0.000943,0.000614,0.000412,0.000372,0.000523,0.000357,0.00038,0.000371,4.1e-05,0.000845,0.000123,1e-05,0,0.000447,0.000127,0.000306,6e-05,0.000142,0.000214,0.000224,5e-05,0.00052,8e-06,0.00014,0.000177,8e-06,"fliC; flagellin"
"K02407",0.000212,9.7e-05,0.000155,5.2e-05,0.000121,8.2e-05,8.8e-05,7.3e-05,0.000124,8.1e-05,9.8e-05,7.8e-05,2.3e-05,0.000672,0.000136,0.000115,0,0,0.000153,0.000905,0.000215,0.000337,0.000418,0.000356,0,0.000177,0,4.2e-05,8.6e-05,5.7e-05,"fliD; flagellar hook-associated protein 2"
"K02408",3.3e-05,1.5e-05,2.1e-05,7e-06,4.3e-05,2.4e-05,2.7e-05,2.2e-05,3.3e-05,1.9e-05,3.4e-05,2.8e-05,4.8e-05,0.000148,2.4e-05,8e-06,0,9e-06,0,1.8e-05,1e-05,2.9e-05,6.4e-05,6e-05,8e-06,4.4e-05,0,6e-06,1.9e-05,0,"fliE; flagellar hook-basal body complex protein FliE"
"K02409",0.000172,6.5e-05,8.3e-05,7.8e-05,0.000205,0.000183,0.000138,0.000119,0.000175,9.7e-05,0.000153,0.000126,1.7e-05,0.000905,0.00018,1.4e-05,0,4e-05,0.00025,6.3e-05,0.000182,0.000171,0.000339,0.000351,1.7e-05,0.000205,0,7.9e-05,5.7e-05,2.4e-05,"fliF; flagellar M-ring protein FliF"
"K02410",9.4e-05,3.4e-05,8.3e-05,7e-05,0.000135,0.000138,9.9e-05,7.5e-05,0.000111,7.3e-05,8.5e-05,8.3e-05,9.5e-05,0.000601,0.000123,6.1e-05,0,8.9e-05,0.000205,0.000178,3e-05,0.00013,0.000199,0.000283,0,0.000255,0,5.5e-05,2.9e-05,0,"fliG; flagellar motor switch protein FliG"
"K02411",2.8e-05,0,3.1e-05,1e-05,2.5e-05,2.4e-05,3e-05,2.9e-05,4.9e-05,1.9e-05,4.1e-05,2.5e-05,5e-06,0.000385,2.6e-05,2.6e-05,0,0,0.000157,8e-06,2.3e-05,0.000383,0.000344,0.000169,0,0.000227,0,3.6e-05,3.3e-05,0,"fliH; flagellar assembly protein FliH"
"K02412",0.00019,5.7e-05,8.3e-05,7.7e-05,0.000173,0.000118,0.000125,0.000108,0.000165,8.7e-05,0.000121,0.000115,0.000113,0.000524,7.7e-05,0.000174,0,3.7e-05,0.000358,0.000178,0.000136,0.000207,2e-04,0.000456,3.3e-05,0.000244,8e-06,9.7e-05,0.000129,4.9e-05,"fliI; flagellum-specific ATP synthase [EC:3.6.3.14]"
"K02413",3.7e-05,0,0,3e-06,6e-06,4e-06,2e-06,1e-06,6e-06,4e-06,1.1e-05,2e-06,1e-06,0.000115,2.4e-05,1.5e-05,0,1.5e-05,0.000129,3.9e-05,4e-05,4.8e-05,5.6e-05,0.000117,8e-06,6.1e-05,1.5e-05,3e-05,2.4e-05,1.6e-05,"fliJ; flagellar FliJ protein"
"K02414",3.8e-05,0,0,1.5e-05,1.2e-05,8e-06,7e-06,5e-06,4e-06,4e-06,1.9e-05,6e-06,6e-06,0.000434,7e-05,0,0,7.1e-05,0.000186,0,0,2.9e-05,3.1e-05,0.000344,0,5.5e-05,8e-06,2.4e-05,5.2e-05,8e-06,"fliK; flagellar hook-length control protein FliK"
"K02415",5.3e-05,1.9e-05,0,3.6e-05,3e-05,6.6e-05,3.5e-05,3.2e-05,4.8e-05,3.2e-05,4.3e-05,3.1e-05,6e-05,4.8e-05,2e-05,1e-04,0,0,1.9e-05,3e-05,3.6e-05,6.7e-05,4.7e-05,3e-06,0,3.3e-05,1.5e-05,0,1e-05,0,"fliL; flagellar FliL protein"
"K02416",0.000121,9.9e-05,0.000135,3.4e-05,0.000173,0.000187,6.9e-05,5.9e-05,8.1e-05,6.1e-05,7.4e-05,7e-05,7.5e-05,0.000394,9e-05,2.7e-05,0.000133,0.00012,0.000168,0.000467,2.3e-05,0.000137,8.3e-05,0.000338,8e-06,0.000166,2.3e-05,4.9e-05,5.7e-05,8e-06,"fliM; flagellar motor switch protein FliM"
"K02417",0.000119,4e-05,5.2e-05,0.00027,4.1e-05,5.1e-05,3.3e-05,3.5e-05,6.6e-05,4.4e-05,4e-05,3.2e-05,0.000271,0.000321,8.6e-05,6e-05,0,5.9e-05,6.5e-05,0.00046,1.7e-05,8.4e-05,9.7e-05,0.000272,8e-06,0.000266,6.1e-05,6.7e-05,0.000143,2.4e-05,"fliNY, fliN; flagellar motor switch protein FliN/FliY"
"K02418",3.4e-05,1.5e-05,0,7e-06,3e-06,2.8e-05,1e-05,1e-05,1.4e-05,1.3e-05,1.7e-05,1e-05,3.2e-05,0.000196,2.9e-05,0,0,3e-06,3.5e-05,1.8e-05,5e-05,0.000104,0.000141,6.6e-05,0,4.4e-05,0,0,0,0,"fliOZ, fliO; flagellar protein FliO/FliZ"
"K02419",0.000146,0.00022,6.2e-05,9e-05,0.000171,7.5e-05,0.000121,9e-05,0.000113,7.2e-05,0.000104,7.2e-05,0.000115,0.000447,3.5e-05,0.000133,0.000398,0.000126,6.3e-05,6e-06,6e-05,3.4e-05,7.5e-05,0.000228,0,0.000127,0,6e-06,1.9e-05,0,"fliP; flagellar biosynthetic protein FliP"
"K02420",3.1e-05,3.2e-05,1e-05,4.1e-05,4.6e-05,2.8e-05,2.8e-05,2.2e-05,3e-05,2.5e-05,3.1e-05,1.9e-05,8e-06,0.000155,2e-05,1e-05,0,5.9e-05,2.6e-05,0,7e-06,3.4e-05,5.5e-05,4.9e-05,8e-06,5e-05,0,0,5e-06,8e-06,"fliQ; flagellar biosynthetic protein FliQ"
"K02421",0.000131,6.3e-05,7.3e-05,7.8e-05,0.000108,7.9e-05,6.5e-05,6.7e-05,0.000104,5.5e-05,6e-05,5.5e-05,3e-06,0.000118,2.6e-05,2.9e-05,0,5.5e-05,2e-06,0.000128,3e-05,5.1e-05,5.2e-05,0.000128,0,0,0,0,0,0,"fliR; flagellar biosynthetic protein FliR"
"K02422",2e-05,4.6e-05,4.1e-05,2e-05,5.1e-05,3.1e-05,3.1e-05,2.9e-05,3.6e-05,2.2e-05,3.4e-05,2.6e-05,1e-06,0.000346,2.6e-05,1e-06,0,0,4.3e-05,0.000189,9.6e-05,8.2e-05,6.7e-05,0.000104,0,3.3e-05,0,2.4e-05,3.3e-05,0,"fliS; flagellar protein FliS"
"K02423",1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3e-05,6e-06,0,2e-06,3e-06,0,0,0,0,0,0,0,"fliT; flagellar protein FliT"
"K02424",8.7e-05,4.6e-05,0.000259,0.00016,9.2e-05,9e-05,1.3e-05,1.2e-05,8e-06,1e-05,1.2e-05,1.4e-05,0,0,0,2.3e-05,0,0,3e-05,0,0,0,0,1e-06,8e-06,0,0,0,0,0,"fliY; cystine transport system substrate-binding protein"
"K02426",6e-05,0.000112,6.2e-05,2.6e-05,7.2e-05,6.6e-05,7.9e-05,4.2e-05,4.3e-05,5.9e-05,3.8e-05,4.9e-05,5.8e-05,2e-06,7e-06,0.000188,0,9.6e-05,0,4.7e-05,0,1.9e-05,1.9e-05,0,0,0,0,0,5e-06,0,"sufE; cysteine desulfuration protein SufE"
"K02427",4.1e-05,1.7e-05,0,3.4e-05,5.7e-05,3.1e-05,5.3e-05,5.7e-05,5.3e-05,5.8e-05,7e-05,4.6e-05,1e-05,0,0,6.7e-05,0,0,2e-06,3.2e-05,0,0,0,0,1.7e-05,0,0,0,0,0,"rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]"
"K02428",7.2e-05,0.000682,0.000425,0.000316,0.000352,0.000294,0.000548,0.000533,0.000492,0.00044,0.000472,0.000537,0.000187,0.000373,8.1e-05,0.000207,0,0.000413,2.2e-05,0.000174,7e-06,0.000149,0.000153,0.000138,0.000158,0.000592,0.000169,0.000249,0.000267,0.000155,"rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]"
"K02429",8.4e-05,3.6e-05,2.1e-05,8e-06,9e-05,2.9e-05,2.5e-05,1.1e-05,1.2e-05,1.5e-05,1e-05,1.2e-05,0,1.4e-05,1.1e-05,1.8e-05,0,0,4.3e-05,0,0,0.000246,0.000244,2.3e-05,0,0,0,6e-06,0,0,"fucP; MFS transporter, FHS family, L-fucose permease"
"K02430",0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,"fucR; DeoR family transcriptional regulator, L-fucose operon activator"
"K02431",3.7e-05,2.3e-05,6.2e-05,4.2e-05,4.1e-05,4.1e-05,7.7e-05,5.6e-05,5.6e-05,5.8e-05,5.5e-05,5.1e-05,0.000144,0.000115,1.8e-05,8.4e-05,0,2.8e-05,5e-05,4.1e-05,2e-05,0.000154,0.000147,0.000107,0,0,0,1.2e-05,0,0,"fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]"
"K02432",0,0,0,0,0,0,1.9e-05,2.8e-05,3.3e-05,4.5e-05,3.7e-05,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FZD1_7, fz; frizzled 1/7"
"K02433",0.000477,0.00084,0.000798,0.000362,0.000654,0.000657,0.00102,0.000921,0.000938,0.000772,0.000749,0.000897,0.000339,0.000145,0.003731,0.000764,0.000133,0.001791,0.000114,0.000103,4.6e-05,0.000282,0.000349,0.000111,0.000117,0.000371,0.00013,0.000115,0.000134,0.000171,"gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]"
"K02434",0.000312,0.000608,0.000373,0.000394,0.000563,0.000469,0.00078,0.000801,0.000789,0.000688,0.000713,0.000739,0.000605,0.000138,0.004021,0.000959,0,0.002012,3.2e-05,0.000347,1.3e-05,0.000525,0.000636,0.000155,1e-04,0.000161,1e-04,0.000103,0.00011,0.000302,"gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"
"K02435",6.7e-05,0.000154,6.2e-05,8.5e-05,0.000112,0.000102,0.000125,0.000144,0.000118,0.000105,0.000116,0.000146,5.7e-05,1.6e-05,0.001698,0.000166,0,0.000148,1.1e-05,1.8e-05,0,1.4e-05,2.7e-05,1.3e-05,0,5e-05,0,0,0,8e-06,"gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]"
"K02437",0.000128,9.7e-05,5.2e-05,7.2e-05,0.000165,5.8e-05,0.000238,0.000222,0.000194,0.000181,0.000207,0.000215,8.6e-05,5.6e-05,1.5e-05,0.000146,0,4.3e-05,3.5e-05,0.000112,0.000281,6.7e-05,5.5e-05,0.000162,0,6e-06,3.1e-05,6e-06,1e-05,8e-06,"gcvH, GCSH; glycine cleavage system H protein"
"K02438",0.000541,0.000314,0.000446,0.000252,0.000476,0.000492,0.001216,0.001548,0.001277,0.001096,0.001327,0.001625,6e-04,0.000267,0.000132,0.000415,0,0.000807,0,2.8e-05,0.000344,9.1e-05,0.000138,0.000143,8.3e-05,0.000155,0.000115,0.000212,1e-04,4.9e-05,"glgX; glycogen debranching enzyme [EC:3.2.1.196]"
"K02440",5.4e-05,8.4e-05,0.000166,0.000138,0.000111,7.9e-05,0.000124,9.5e-05,0.000119,0.000103,8.7e-05,9.3e-05,7.5e-05,0.000101,0.000174,0.000271,0,0.001738,9e-06,4.1e-05,3e-06,9.9e-05,0.000133,0.000253,0.000117,0.000105,6.1e-05,3.6e-05,5.2e-05,0.000139,"GLPF; glycerol uptake facilitator protein"
"K02441",0.000109,4.2e-05,0.000145,2.8e-05,0.000144,6.6e-05,1.8e-05,1.7e-05,2.2e-05,1e-05,1.2e-05,1e-05,0.000198,1e-05,0,5.8e-05,0,9e-06,2e-06,2.2e-05,0,0,0,2e-06,8e-06,8.3e-05,0,6e-06,0,8e-06,"glpG; GlpG protein"
"K02443",0,0,0,0,0,0,0,0,0,0,0,0,0,6.9e-05,2e-05,2e-06,0,6.2e-05,0,0.000314,0,0.000166,0.000183,4e-06,1.7e-05,0,0,0,0,0,"glpP; glycerol uptake operon antiterminator"
"K02444",2e-05,2e-06,3.1e-05,2.3e-05,2.7e-05,2.5e-05,1.3e-05,1.3e-05,2.4e-05,2.4e-05,3.1e-05,1.8e-05,0,1e-06,0,0,0,0,3.2e-05,0,0,0,5e-06,2.5e-05,0,0,0,2.4e-05,0,0,"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
"K02445",0.000395,0.000222,2.1e-05,2.3e-05,0.000202,0.000178,2.6e-05,1.3e-05,2.2e-05,3.4e-05,2.6e-05,1.5e-05,0.000102,0.000507,0.000174,0.000101,0,6e-06,0,2e-06,0,1e-05,1.4e-05,0.000138,4.2e-05,0.000293,0.000138,0.000115,0.000138,5.7e-05,"glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter"
"K02446",3e-05,0.000148,0,4.6e-05,4.3e-05,5.6e-05,0.000259,0.000173,0.000248,0.000185,0.000157,0.000162,0.000139,0.000155,3.5e-05,0.000182,0,4e-05,1.1e-05,0.000183,6.9e-05,0.000361,0.000399,0.000189,0.000125,9.4e-05,6.1e-05,4.2e-05,6.7e-05,0.000155,"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
"K02448",1.3e-05,6e-06,1e-05,1.1e-05,3e-06,2e-05,1.4e-05,4e-06,2e-05,4e-06,3.3e-05,1e-05,0,0,0,1e-06,0,0,0,0,0,2.9e-05,8.9e-05,0,0,0,0,0,0,0,"norD; nitric oxide reductase NorD protein"
"K02449",0,0,0,0,9e-06,0,2e-05,2.1e-05,1.7e-05,4.3e-05,2.9e-05,1.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CDK10; cyclin-dependent kinase 10 [EC:2.7.11.22]"
"K02450",9.9e-05,7.6e-05,2.1e-05,3.3e-05,6e-06,3.5e-05,3.6e-05,3.5e-05,3.4e-05,2.6e-05,2.6e-05,4.4e-05,0,0,0,0,0,0,0,0,0,2.2e-05,4.4e-05,0,0,0,0,0,0,0,"gspA; general secretion pathway protein A"
"K02451",3e-06,0,0,1e-05,0,1e-06,8e-06,1.4e-05,9e-06,7e-06,6e-06,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gspB; general secretion pathway protein B"
"K02452",0.000115,0,0,0,2.2e-05,1.7e-05,4e-06,3e-06,9e-06,7e-06,1e-05,9e-06,0,3e-06,0,1.9e-05,0,0,0,0,0,1e-05,1.1e-05,0,0,0,0,6e-06,0,0,"gspC; general secretion pathway protein C"
"K02453",0.000459,0.001062,0.000384,0.000373,0.000529,0.000352,0.000191,0.000142,0.000202,0.000135,0.000188,0.000174,0.000597,9e-06,7e-06,0.000505,0.000133,0,8e-05,0.000174,1.3e-05,3.1e-05,3.9e-05,2e-06,0.000125,0.000221,8e-06,7.3e-05,0.000115,0.000163,"gspD; general secretion pathway protein D"
"K02454",0.000538,0.000477,0.000197,2e-04,0.000308,0.000213,2e-04,0.000159,0.00016,0.000102,0.00018,0.00014,0.00053,1.5e-05,0,0.000447,0.000265,5.9e-05,2.8e-05,3.6e-05,3e-06,3.1e-05,0.000102,1e-06,0,0.000105,0,1.2e-05,1.4e-05,3.3e-05,"gspE; general secretion pathway protein E"
"K02455",0.000128,2.5e-05,5.2e-05,0.00014,9.5e-05,0.000111,8.3e-05,5.2e-05,8.4e-05,4.2e-05,7.1e-05,5.8e-05,4e-06,2e-06,2e-06,4.2e-05,0,0.000176,0,0,0.000103,5e-06,1.1e-05,0,1.7e-05,5e-05,0,3e-05,0,0,"gspF; general secretion pathway protein F"
"K02456",0.000182,0.000192,9.3e-05,6e-05,0.000149,9.6e-05,5.4e-05,3.9e-05,7.1e-05,5.7e-05,5.8e-05,6e-05,7.3e-05,7.4e-05,1.5e-05,0.000128,0,0,0,0,2e-05,1.9e-05,2.3e-05,3.8e-05,0,4.4e-05,0,0,5e-06,0,"gspG; general secretion pathway protein G"
"K02457",1.4e-05,2.5e-05,1e-05,1.6e-05,5e-06,3.2e-05,1.6e-05,1.3e-05,1.4e-05,1.1e-05,1.2e-05,7e-06,0,1e-06,0,1e-06,0,0,0,0,0,1.2e-05,5.2e-05,0,0,0,0,0,0,0,"gspH; general secretion pathway protein H"
"K02458",4e-06,1.5e-05,1e-05,8e-06,6e-06,9e-06,5e-06,7e-06,1e-05,3e-06,1.4e-05,7e-06,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gspI; general secretion pathway protein I"
"K02459",1e-05,4e-06,1e-05,2.1e-05,9e-06,3.7e-05,1.9e-05,9e-06,1.7e-05,1.1e-05,2.2e-05,1.1e-05,0,0,0,5.8e-05,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,"gspJ; general secretion pathway protein J"
"K02460",0.000176,0.000266,4.1e-05,5.7e-05,8.4e-05,8.4e-05,2.4e-05,2.4e-05,4.8e-05,1.7e-05,4.2e-05,3e-05,7.3e-05,7e-06,4e-06,0.000128,0,0,0,0,0,5e-06,1.4e-05,0,0,4.4e-05,0,6e-06,0,8e-06,"gspK; general secretion pathway protein K"
"K02461",8.4e-05,9.5e-05,4.1e-05,2e-05,1.9e-05,3.3e-05,2.1e-05,2e-05,3.8e-05,1.2e-05,3.9e-05,2.4e-05,0,1.2e-05,2e-06,1.5e-05,0,0,0,0,0,0,0,0,4.2e-05,0,0,6e-06,0,1.6e-05,"gspL; general secretion pathway protein L"
"K02462",3.3e-05,4e-06,2.1e-05,1.8e-05,4e-06,8e-06,8e-06,8e-06,1.3e-05,6e-06,1.2e-05,1e-05,0,1.1e-05,0,2e-06,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,"gspM; general secretion pathway protein M"
"K02463",0,0,0,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gspN; general secretion pathway protein N"
"K02464",0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]"
"K02468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-05,0.000126,3e-06,3.1e-05,7.5e-05,0,0,0,0,0,0,0,"srlR, gutR; DeoR family transcriptional regulator, glucitol operon repressor"
"K02469",0.000913,0.001275,0.001327,0.001409,0.002046,0.001479,0.002465,0.002335,0.00245,0.002335,0.002273,0.002395,0.001166,0.002106,0.001408,0.001456,0.000663,0.002543,0.0064,0.008071,0.003275,0.010399,0.011118,0.013623,0.002508,0.003349,0.001479,0.003388,0.002195,0.001968,"gyrA; DNA gyrase subunit A [EC:5.99.1.3]"
